FID;name;country;sitename;latitude;longitude;collector;collectiondate;CS_number;ID_POP;ID_IMP;Accuracy;
6987;Ak-1;GER;Achkarren/Freiburg;480.683;762.551;Albert Kranz;;CS76431;RgMap;REF;0.986933809;
6988;Alc-0;ESP;Alc;40.49;-3.36;Marta Roldan;4/13/2001 2:00;;RgMap;IMP;0.946047664;
6989;Alst-1;UK;Alst;54.8;-24.333;Maarten Koornneef;;CS76432;RgMap;REF;0.988573213;
6990;Amel-1;NED;Amel;53.448;5.73;Maarten Koornneef;;CS76434;RgMap;REF;0.978445926;
6992;Ang-0;BEL;Ang;50.3;5.3;Albert Kranz;;CS76436;RgMap;REF;0.981339289;
6994;Ann-1;FRA;Ann;45.9;613.028;Maarten Koornneef;;;RgMap;IMP;0.969490755;
6996;An-2;BEL;An;512.167;4.4;Albert Kranz;;;RgMap;IMP;0.952776074;
6997;Appt-1;NED;Appt;518.333;55.833;Maarten Koornneef;;CS76440;1001G;REF;0.984042027;
6998;Arby-1;SWE;Arby;5.943.078;1.679.994;Maarten Koornneef;;;RgMap;IMP;0.958950401;
7;ALL1-8;FRA;ALL1;452.667;148.333;Valerie Le Corre;;;RgMap;IMP;0.937306482;
7000;Aa-0;GER;Aua/Rhon;509.167;957.073;Albert Kranz;;CS76428;RgMap;REF;0.986922221;
7002;Baa-1;NED;Baa;513.333;6.1;Maarten Koornneef;;CS76442;RgMap;REF;0.98285683;
7003;Bs-1;SUI;Bs;47.5;7.5;Albert Kranz;;CS78888;1001G;REF;0.986728362;
7004;Bs-2;SUI;Bs;47.5;7.5;Albert Kranz;;;RgMap;IMP;0.95172998;
7008;Benk-1;NED;Benk;52;5.675;Maarten Koornneef;;CS76447;RgMap;REF;0.982314661;
7011;Be-1;GER;Bensheim/Bergstr.;496.803;86.161;Albert Kranz;;;RgMap;IMP;0.955881494;
7013;Bd-0;GER;Berlin/Dahlem;524.584;13.287;Albert Kranz;;CS76445;RgMap;REF;0.981939012;
7014;Ba-1;UK;Black Mount (Ba);565.459;-479.821;Albert Kranz;;CS76441;RgMap;REF;0.979618129;
7015;Bla-1;ESP;Bla;416.833;2.8;Albert Kranz;;;RgMap;IMP;0.95035527;
7017;Bla-11;ESP;Bla;416.833;2.8;Albert Kranz;;;RgMap;IMP;0.886537156;
7024;Bla-6;ESP;Bla;416.833;2.8;Albert Kranz;;;RgMap;IMP;0.940872877;
7025;Bl-1;ITA;Bl;445.041;113.396;Albert Kranz;;CS76450;1001G;REF;0.967353492;
7026;Boot-1;UK;Boot;54.4;-32.667;Maarten Koornneef;5/14/2000 0:00;CS76452;RgMap;REF;0.976971797;
7028;Bch-1;GER;Buchen/Lauenburg;495.166;93.166;Albert Kranz;;CS76444;RgMap;REF;0.984216147;
7029;Bch-3;GER;Buchen/Lauenburg;495.166;93.166;Albert Kranz;;;RgMap;IMP;0.937405067;
7030;Bch-4;GER;Buchen/Lauenburg;495.166;93.166;Albert Kranz;;;RgMap;IMP;0.906538908;
7031;Bsch-0;GER;Buchschlag/Frankfurt am Main;500.167;86.667;Albert Kranz;;CS76457;RgMap;REF;0.985862399;
7032;Bsch-2;GER;Buchschlag/Frankfurt am Main;500.167;86.667;Albert Kranz;;;RgMap;IMP;0.909456287;
7033;Buckhorn Pass;USA;Buckhorn Pass;413.599;-122.755;Angus Murphy;;CS76733;RgMap;REF;0.998528224;
7034;Blh-1;CZE;Blh;48.3;19.85;Albert Kranz;5/24/2002 2:00;;RgMap;IMP;0.927052754;
7035;Blh-2;CZE;Blh;48;19;Albert Kranz;;;RgMap;IMP;0.953149418;
7036;Bu-0;GER;Burghaun/Rhon;50.5;9.5;Albert Kranz;;CS78889;1001G;REF;0.985832201;
7058;Bur-0;IRL;Bur;54.1;-6.2;Albert Kranz;;CS76734;1001G;REF;0.988607638;
7061;Cal-0;UK;Cal;532.699;-164.293;Albert Kranz;;CS76460;1001G;REF;0.990760472;
7062;Ca-0;GER;Camberg/Taunus;502.981;826.607;Albert Kranz;;CS76459;RgMap;REF;0.986835093;
7063;Can-0;ESP;Can;292.144;-134.811;Albert Kranz;;CS76740;1001G;REF;0.948636362;
7064;Cnt-1;UK;Canterbury (Sullivan garden);51.3;1.1;Eric Holub;;CS76467;RgMap;REF;0.996121471;
7067;Ct-1;ITA;Ct;37.3;15;Albert Kranz;;CS76786;1001G;REF;0.994273923;
7068;Cerv-1;ITA;Cerv;42;12.1;Maarten Koornneef;;CS76462;1001G;REF;0.959787414;
7069;Cha-0;SUI;Champex (Cha);460.333;71.167;Albert Kranz;;;RgMap;IMP;0.935601331;
7071;Chat-1;FRA;Chat;480.717;133.867;Maarten Koornneef;;CS76463;RgMap;REF;0.981850984;
7072;Chi-0;RUS;Chi;537.502;347.361;Albert Kranz;;CS76464;1001G;REF;0.977320136;
7073;Chi-1;RUS;Chi;537.502;347.361;Albert Kranz;;;RgMap;IMP;0.885883575;
7075;Cit-0;FRA;Cit;433.779;254.038;Albert Kranz;;;RgMap;IMP;0.944750544;
7077;Co-1;POR;Co;40.12;-8.25;Albert Kranz;;CS76468;1001G;REF;0.936007636;
7078;Co-2;POR;Co;40.12;-8.25;Albert Kranz;;;RgMap;IMP;0.954844528;
7079;Co-3;POR;Co;40.12;-8.25;Albert Kranz;;;RgMap;IMP;0.960489419;
7080;Co-4;POR;Co;40.12;-8.25;Albert Kranz;;;RgMap;IMP;0.92390078;
7081;Co;POR;Co;402.077;-842.639;George Redei;;CS78895;RgMap;REF;0.977981996;
7092;Com-1;FRA;Com;49.416;2.823;Maarten Koornneef;;CS76469;RgMap;REF;0.986059871;
7094;Da-0;GER;Darmstadt;498.724;865.081;Albert Kranz;;CS76791;RgMap;REF;0.986166918;
7096;Di-G;FRA;Di;473.239;504.278;Maarten Koornneef;;CS76472;1001G;REF;0.996102502;
7098;Di-1;FRA;Di;47;5;Albert Kranz;;;RgMap;IMP;0.934086959;
7100;Db-0;GER;Dombachtal/Ts.;503.055;8.324;Albert Kranz;;;RgMap;IMP;0.966082278;
7102;Do-0;GER;Donsbach/Westerw.;507.224;82.372;Albert Kranz;;CS76474;RgMap;REF;0.983282165;
7103;Dra-0;CZE;Dra;494.167;162.667;Albert Kranz;;CS76476;1001G;REF;0.992062294;
7104;Dra-1;CZE;Dra;494.167;162.667;Albert Kranz;;;RgMap;IMP;0.948139852;
7105;Dra-2;CZE;Dra;494.167;162.667;Albert Kranz;;;RgMap;IMP;0.960020228;
7106;Dr-0;GER;Dresden;51.051;137.336;Albert Kranz;;CS78897;RgMap;REF;0.981020364;
7107;Durh-1;UK;Durh;547.761;-15.733;Maarten Koornneef;;CS76477;1001G;REF;0.996981024;
7109;Ema-1;UK;Ema;51.3;0.5;Eric Holub;;CS76480;RgMap;REF;0.997425466;
7110;Ede-1;NED;Ede;520.333;566.667;Maarten Koornneef;;;RgMap;IMP;0.961363902;
7111;Edi-0;UK;Edi;559.494;-316.028;Albert Kranz;;CS76831;1001G;REF;0.989371965;
7113;Ei-4;GER;Eifel;50.3;6.3;Albert Kranz;;;RgMap;IMP;0.934909412;
7116;Eil-0;GER;Eifel;514.599;126.327;Albert Kranz;;;RgMap;IMP;0.844187698;
7117;El-0;GER;Eifel;515.105;968.253;Albert Kranz;;CS76479;RgMap;REF;0.985577979;
7119;En-2;GER;Enkheim/Frankfurt;50;8.5;Albert Kranz;;CS76481;1001G;REF;0.98511089;
7120;En-D;GER;Enkheim/Frankfurt;50;8.5;Albert Kranz;;CS76482;1001G;REF;0.995797738;
7121;En-T;GER;Enkheim/Frankfurt;50;8.5;Albert Kranz;;;RgMap;IMP;0.937893426;
7123;Ep-0;GER;Eppenheim/Taunus;501.721;838.912;Albert Kranz;;;RgMap;IMP;0.960284946;
7125;Er-0;GER;Erlangen;495.955;110.087;Albert Kranz;;CS78898;1001G;REF;0.985118239;
7126;Es-0;FIN;Es;601.997;245.682;Albert Kranz;;CS76484;RgMap;REF;0.984896298;
7127;Est;EST;EstGER;586.656;249.871;Brigitte Damm;;CS76485;1001G;REF;0.988285902;
7128;Est-0;RUS;Est;58.3;25.3;Albert Kranz;;;RgMap;IMP;0.963851341;
7130;Et-0;FRA;Et;446.447;256.481;Albert Kranz;;CS76486;1001G;REF;0.970480049;
7133;Fr-2;GER;Frankfurt;501.102;86.822;Albert Kranz;;CS76489;1001G;REF;0.983883005;
7135;Fr-4;GER;Frankfurt;501.102;86.822;Albert Kranz;;;RgMap;IMP;0.948767873;
7138;Fi-0;GER;Frickhofen;50.5;80.167;Albert Kranz;;CS76488;1001G;REF;0.98800118;
7139;Fi-1;GER;Frickhofen;50.5;80.167;Albert Kranz;;;RgMap;IMP;0.952676576;
7141;Ga-2;GER;Gabelstein;50.3;8;Albert Kranz;;;RgMap;IMP;0.966093232;
7143;Gel-1;NED;Gel;510.167;586.667;Maarten Koornneef;;CS76492;RgMap;REF;0.987309116;
7145;Ge-1;SUI;Ge;46.5;6.08;Albert Kranz;;;RgMap;IMP;0.918008515;
7147;Gie-0;GER;Gieben;50.584;867.825;Albert Kranz;;CS76493;RgMap;REF;0.985088466;
7149;Gu-0;GER;Glueckingen;50.3;8;Albert Kranz;;;RgMap;IMP;0.947332004;
7150;Gu-1;GER;Glueckingen;50.3;8;Albert Kranz;;;RgMap;IMP;0.966621756;
7151;Go-0;GER;Goettingen;515.338;99.355;Albert Kranz;;;RgMap;IMP;0.963044407;
7152;Go-2;GER;Goettingen;515.338;99.355;Albert Kranz;;;RgMap;IMP;0.963845865;
7158;Gr-5;AUT;Graz;47;15.5;Albert Kranz;;CS76885;RgMap;REF;0.966656601;
7160;Gre-0;USA;Gre;43.178;-852.532;Albert Kranz;;CS76497;1001G;REF;0.998826333;
7161;Gd-1;GER;Gudow;53.5;10.5;Albert Kranz;;CS76491;1001G;REF;0.977828501;
7162;Hs-0;GER;Hannover/Stroehen;52.24;9.44;Albert Kranz;;CS76515;1001G;REF;0.984133713;
7163;Ha-0;GER;Hannover;523.721;973.569;Albert Kranz;;CS76500;RgMap;REF;0.987260305;
7164;Hau-0;DEN;Hau;55.675;125.686;Albert Kranz;;CS76915;RgMap;REF;0.985234346;
7165;Hn-0;GER;Hennetalsperre;513.472;828.844;Albert Kranz;;CS76513;RgMap;REF;0.988550538;
7166;Hey-1;NED;Hey;51.25;5.9;Maarten Koornneef;;;RgMap;IMP;0.955811207;
7168;Hodja-Obi-Garm;TJK;Hodja;;;Igor Vizir;;;RgMap;IMP;0.959262586;
7169;Hh-0;GER;Hohenlieth;544.175;988.682;Albert Kranz;;CS76512;RgMap;REF;0.983617696;
7172;Hl-3;GER;Holtensen;521.444;937.827;Albert Kranz;;;RgMap;IMP;0.960552403;
7176;Is-1;GER;Isenburg/Neuwied;50.5;7.5;Albert Kranz;;;RgMap;IMP;0.962788817;
7177;Jm-0;CZE;Jm;49;15;Albert Kranz;;CS76520;1001G;REF;0.98225565;
7178;Jm-1;CZE;Jm;49;15;Albert Kranz;;;RgMap;IMP;0.964228337;
7181;Je-0;GER;Jena;50.927;11.587;Albert Kranz;;CS76518;RgMap;REF;0.969963164;
7183;Kas-1;IND;Kas;35;77;Shauna Somerville;;CS79018;1001G;REF;0.981972172;
7186;Kn-0;LTU;Kn;548.969;238.924;Albert Kranz;;CS76969;RgMap;REF;0.971127639;
7188;Kelsterbach-2;GER;Kelsterbach;500.667;85.333;Paul Williams;;;RgMap;IMP;0.965087302;
719;LI-SET-009;USA;Setauket - SET;409.352;-73.114;Oliver Bossdorf;04/01/2006 00:00;;RgMap;IMP;0.870772722;
7192;Kil-0;UK;Killean (Kil);556.395;-566.364;Albert Kranz;;CS76526;RgMap;REF;0.991667041;
7194;Kl-0;GER;Koeln;50.95;69.666;Albert Kranz;;;RgMap;IMP;0.950154449;
7195;Kl-1;GER;Koeln;50.95;69.666;Albert Kranz;;;RgMap;IMP;0.904056033;
7199;Kl-5;GER;Koeln;50.95;69.666;Albert Kranz;;CS76528;RgMap;REF;0.992109824;
7201;Kr-0;GER;Krefeld;513.317;655.934;Albert Kranz;;;RgMap;IMP;0.965512677;
7202;Kb-0;GER;Kronberg/Taunus;501.797;850.861;Albert Kranz;;CS76524;1001G;REF;0.991592071;
7203;Krot-0;GER;Krottensee;49.631;115.722;Thomas Mitchell-Olds;;CS76534;1001G;REF;0.983568106;
7205;Krot-2;GER;Krottensee;49.631;115.722;Thomas Mitchell-Olds;;;RgMap;IMP;0.972577006;
7206;Kro-0;GER;Krotzenburg;500.742;896.617;Albert Kranz;;;RgMap;IMP;0.961618579;
7207;Kyoto;JPN;Kyoto;350.085;135.752;Hirokazu Tsukaya;;CS76535;1001G;REF;0.979806988;
7208;Lan-0;UK;Lan;556.739;-378.181;Albert Kranz;;CS76539;1001G;REF;0.99322696;
7209;La-0;POL;La;527.333;152.333;Albert Kranz;;CS76538;1001G;REF;0.995410243;
7210;La-1;POL;La;527.333;152.333;Albert Kranz;;;RgMap;IMP;0.918935942;
7213;Ler-0;GER;Ler;47.984;108.719;Maarten Koornneef;;CS77020;1001G;REF;0.994618207;
7217;Lm-2;FRA;Lm;48;0.5;Albert Kranz;;CS76545;1001G;REF;0.983097539;
7218;Le-0;NED;Le;521.611;449.015;Albert Kranz;;CS76540;1001G;REF;0.980499477;
7223;Li-2:1;GER;Limburg;503.833;80.666;Albert Kranz;;CS76541;RgMap;REF;0.985834769;
7224;Li-3;GER;Limburg;503.833;80.666;Albert Kranz;;;RgMap;IMP;0.969303626;
7227;Li-5:2;GER;Limburg;503.833;80.666;Albert Kranz;;;RgMap;IMP;0.957104675;
7228;Li-5:3;GER;Limburg;503.833;80.666;Albert Kranz;;;RgMap;IMP;0.93133115;
7229;Li-6;GER;Limburg;503.833;80.666;Albert Kranz;;;RgMap;IMP;0.956587105;
7231;Li-7;GER;Limburg;503.833;80.666;Albert Kranz;;CS77035;RgMap;REF;0.98711506;
7236;Litva;LTU;Litva;;;Igor Vizir;;CS76543;1001G;REF;0.977301566;
7238;Ll-1;ESP;Ll;41.59;2.49;Albert Kranz;;;RgMap;IMP;0.948015708;
7239;Ll-2;ESP;Ll;41.59;2.49;Albert Kranz;;;RgMap;IMP;0.954646446;
7242;Lo-2;GER;Lorrach;476.166;76.666;Albert Kranz;;;RgMap;IMP;0.96352729;
